,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,number_cnt,Category,No_of_Reassignments,Open_Time,Resolved_Time,Close_Time,Closure_Code,No_of_Related_Interactions,Handle_Time_hrs,Ticket_Age,Open_Hour,Open_Day,Open_Month,Open_Year,Is_Weekend
39050,application,Desktop Application,IM0039376,4,4,4.0,0.166649698,incident,0.0,2014-02-25 09:41:00,2014-02-25 11:03:00,2014-02-25 11:03:00,Other,1.0,1.3666666666666667,0,9,1,2,2014,False
39051,subapplication,Web Based Application,IM0039377,4,4,4.0,0.542254511,incident,0.0,2014-02-25 09:53:00,2014-02-25 10:11:00,2014-02-25 10:11:00,User error,1.0,0.3,0,9,1,2,2014,False
39052,subapplication,Web Based Application,IM0039378,4,4,4.0,0.777462077,incident,0.0,2014-02-25 09:58:00,2014-02-25 10:41:00,2014-02-25 10:41:00,User error,1.0,0.7166666666666667,0,9,1,2,2014,False
39053,computer,Laptop,IM0039379,5,5,5.0,0.084907022,incident,3.0,2014-02-25 09:58:00,2014-02-26 14:13:00,2014-02-26 14:13:00,Hardware,1.0,28.25,1,9,1,2,2014,False
39054,subapplication,Web Based Application,IM0039380,4,4,4.0,0.567955781,incident,0.0,2014-02-25 10:02:00,2014-02-25 10:42:00,2014-02-25 10:42:00,Software,1.0,0.6666666666666666,0,10,1,2,2014,False
39055,application,Server Based Application,IM0039381,4,4,4.0,0.232812212,incident,3.0,2014-02-25 10:12:00,2014-03-10 10:32:00,2014-03-10 10:32:00,No error - works as designed,1.0,312.3333333333333,13,10,1,2,2014,False
39056,application,Web Based Application,IM0039382,3,3,3.0,0.336184889,incident,3.0,2014-02-25 10:24:00,2014-02-28 07:51:00,2014-02-28 07:51:00,Other,2.0,69.45,2,10,1,2,2014,False
39057,subapplication,Web Based Application,IM0039383,4,4,4.0,0.49577569,incident,0.0,2014-02-25 10:24:00,2014-02-25 10:46:00,2014-02-25 10:46:00,Software,1.0,0.36666666666666664,0,10,1,2,2014,False
39058,application,Desktop Application,IM0039384,4,4,4.0,0.721121129,incident,0.0,2014-02-25 10:28:00,2014-03-04 11:43:00,2014-03-04 11:43:00,Software,1.0,169.25,7,10,1,2,2014,False
39059,subapplication,Web Based Application,IM0039385,4,4,4.0,0.840792606,incident,0.0,2014-02-25 10:31:00,2014-02-25 10:47:00,2014-02-25 10:47:00,User error,1.0,0.26666666666666666,0,10,1,2,2014,False
39060,application,Web Based Application,IM0039386,4,4,4.0,0.408792215,incident,2.0,2014-02-25 10:35:00,2014-02-27 10:41:00,2014-02-27 10:41:00,Other,1.0,48.1,2,10,1,2,2014,False
39061,computer,VDI,IM0039387,4,4,4.0,0.088709223,incident,1.0,2014-02-25 10:44:00,2014-03-03 13:41:00,2014-03-03 13:41:00,Software,3.0,146.95,6,10,1,2,2014,False
39062,application,Web Based Application,IM0039388,4,4,4.0,0.752705905,incident,1.0,2014-02-25 10:52:00,2014-03-04 10:11:00,2014-03-04 10:11:00,Software,1.0,167.31666666666666,6,10,1,2,2014,False
39063,application,Citrix,IM0039389,4,4,4.0,0.606106388,incident,0.0,2014-02-25 10:54:00,2014-02-25 13:18:00,2014-02-25 13:19:00,Software,1.0,2.4166666666666665,0,10,1,2,2014,False
39064,subapplication,Web Based Application,IM0039390,4,4,4.0,0.667980451,incident,1.0,2014-02-25 10:58:00,2014-02-25 14:10:00,2014-02-25 14:10:00,Data,1.0,3.2,0,10,1,2,2014,False
39065,application,Web Based Application,IM0039391,4,4,4.0,0.318667581,incident,1.0,2014-02-25 11:05:00,2014-02-25 16:08:00,2014-02-25 16:11:00,User error,1.0,5.1,0,11,1,2,2014,False
39066,application,Web Based Application,IM0039392,5,5,5.0,0.302027761,incident,0.0,2014-02-25 11:07:00,2014-02-25 13:08:00,2014-02-25 13:12:00,User manual not used,1.0,2.0833333333333335,0,11,1,2,2014,False
39067,application,Desktop Application,IM0039393,4,3,4.0,0.493761695,incident,0.0,2014-02-25 11:15:00,2014-02-25 12:38:00,2014-02-25 12:38:00,Unknown,1.0,1.3833333333333333,0,11,1,2,2014,False
39068,application,Server Based Application,IM0039394,3,3,3.0,0.249341125,incident,0.0,2014-02-25 11:15:00,2014-02-25 15:38:00,2014-02-25 15:38:00,No error - works as designed,1.0,4.383333333333334,0,11,1,2,2014,False
39069,application,Server Based Application,IM0039395,4,3,4.0,0.203787109,incident,0.0,2014-02-25 11:19:00,2014-02-25 11:29:00,2014-02-25 11:29:00,Other,1.0,0.16666666666666666,0,11,1,2,2014,False
39070,application,Desktop Application,IM0039396,4,4,4.0,0.776946311,incident,12.0,2014-02-25 11:26:00,2014-03-11 18:32:00,2014-03-11 18:33:00,Software,1.0,343.1166666666667,14,11,1,2,2014,False
39071,application,Server Based Application,IM0039397,4,4,4.0,0.545775092,incident,0.0,2014-02-25 11:27:00,2014-02-25 12:26:00,2014-02-25 12:26:00,Software,1.0,0.9833333333333333,0,11,1,2,2014,False
39072,application,Web Based Application,IM0039399,4,4,4.0,0.831470836,incident,0.0,2014-02-25 11:43:00,2014-02-25 13:02:00,2014-02-25 13:02:00,Other,1.0,1.3166666666666667,0,11,1,2,2014,False
39073,application,Web Based Application,IM0039400,4,4,4.0,0.350288714,incident,0.0,2014-02-25 11:47:00,2014-02-25 13:06:00,2014-02-25 13:06:00,Other,1.0,1.3166666666666667,0,11,1,2,2014,False
39074,computer,Banking Device,IM0039401,2,2,2.0,0.705291268,incident,0.0,2014-02-25 11:48:00,2013-10-10 12:53:00,2014-02-26 14:15:00,Other,1.0,26.45,1,11,1,2,2014,False
39075,application,Server Based Application,IM0039402,5,5,5.0,0.375344636,request for information,12.0,2014-02-25 11:50:00,2014-03-17 16:40:00,2014-03-17 16:40:00,Other,1.0,484.8333333333333,20,11,1,2,2014,False
39076,database,Database,IM0039403,3,3,3.0,0.4776378,incident,2.0,2014-02-25 11:52:00,2014-02-25 14:16:00,2014-02-25 14:16:00,User error,1.0,2.4,0,11,1,2,2014,False
39077,database,Database,IM0039404,3,3,3.0,0.624769754,incident,2.0,2014-02-25 11:53:00,2014-02-25 14:17:00,2014-02-25 14:17:00,User error,1.0,2.4,0,11,1,2,2014,False
39078,application,Server Based Application,IM0039405,4,4,4.0,0.559727003,incident,0.0,2014-02-25 11:55:00,2014-03-10 13:41:00,2014-03-10 13:41:00,No error - works as designed,1.0,313.76666666666665,13,11,1,2,2014,False
39079,subapplication,Web Based Application,IM0039406,4,4,4.0,0.260610361,incident,0.0,2014-02-25 12:01:00,2014-02-25 13:12:00,2014-02-25 13:12:00,Other,1.0,1.1833333333333333,0,12,1,2,2014,False
39080,application,Client Based Application,IM0039407,4,4,4.0,0.449571268,incident,1.0,2014-02-25 12:03:00,2014-02-28 15:10:00,2014-02-28 15:11:00,Other,2.0,75.13333333333334,3,12,1,2,2014,False
39081,application,Web Based Application,IM0039408,4,4,4.0,0.681388132,incident,0.0,2014-02-25 12:04:00,2014-02-25 13:14:00,2014-02-25 13:14:00,Software,1.0,1.1666666666666667,0,12,1,2,2014,False
39082,application,Web Based Application,IM0039409,4,4,4.0,0.095644437,incident,0.0,2014-02-25 12:06:00,2014-02-25 13:17:00,2014-02-25 13:17:00,Software,1.0,1.1833333333333333,0,12,1,2,2014,False
39083,application,Web Based Application,IM0039410,5,5,5.0,0.321261439,incident,0.0,2014-02-25 12:23:00,2014-02-25 16:48:00,2014-02-25 16:48:00,Software,1.0,4.416666666666667,0,12,1,2,2014,False
39084,application,Web Based Application,IM0039411,4,4,4.0,0.749781992,incident,0.0,2014-02-25 12:24:00,2014-02-25 14:21:00,2014-02-25 14:21:00,No error - works as designed,1.0,1.95,0,12,1,2,2014,False
39085,application,Web Based Application,IM0039412,5,5,5.0,0.294619513,incident,2.0,2014-02-25 12:25:00,2014-03-04 15:13:00,2014-03-04 15:13:00,Software,1.0,170.8,7,12,1,2,2014,False
39086,application,Desktop Application,IM0039413,5,5,5.0,0.731602762,request for information,4.0,2014-02-25 12:28:00,2014-03-05 08:55:00,2014-03-05 08:55:00,Data,1.0,188.45,7,12,1,2,2014,False
39087,application,Server Based Application,IM0039414,4,4,4.0,0.736649835,incident,0.0,2014-02-25 12:31:00,2014-02-25 13:28:00,2014-02-25 13:28:00,Other,1.0,0.95,0,12,1,2,2014,False
39088,application,Web Based Application,IM0039415,4,4,4.0,0.527383376,incident,0.0,2014-02-25 12:36:00,2014-03-04 07:43:00,2014-03-04 07:43:00,No error - works as designed,1.0,163.11666666666667,6,12,1,2,2014,False
39089,application,Web Based Application,IM0039416,4,4,4.0,0.087624396,incident,0.0,2014-02-25 12:38:00,2014-02-25 14:19:00,2014-02-25 14:20:00,Other,1.0,1.7,0,12,1,2,2014,False
39090,application,Web Based Application,IM0039417,4,4,4.0,0.435537544,incident,0.0,2014-02-25 12:43:00,2014-02-25 12:52:00,2014-02-25 12:52:00,Data,1.0,0.15,0,12,1,2,2014,False
39091,application,Desktop Application,IM0039418,5,5,5.0,0.666825342,incident,0.0,2014-02-25 12:52:00,2014-03-05 10:44:00,2014-03-05 10:44:00,Hardware,1.0,189.86666666666667,7,12,1,2,2014,False
39092,computer,Laptop,IM0039419,5,5,5.0,0.032676997,incident,0.0,2014-02-25 09:36:00,2014-02-27 08:52:00,2014-02-27 08:52:00,Hardware,1.0,47.266666666666666,1,9,1,2,2014,False
39093,computer,Laptop,IM0039420,5,5,5.0,0.794348029,incident,0.0,2014-02-25 09:49:00,2014-02-27 08:51:00,2014-02-27 08:51:00,Hardware,1.0,47.03333333333333,1,9,1,2,2014,False
39094,application,Server Based Application,IM0039421,5,5,5.0,0.788312874,request for information,1.0,2014-02-25 09:52:00,2014-02-26 08:55:00,2014-02-26 08:55:00,No error - works as designed,1.0,23.05,0,9,1,2,2014,False
39095,application,Server Based Application,IM0039422,5,5,5.0,0.90277247,request for information,2.0,2014-02-25 10:10:00,2014-02-26 11:02:00,2014-02-26 11:02:00,Other,1.0,24.866666666666667,1,10,1,2,2014,False
39096,application,Desktop Application,IM0039423,4,3,4.0,0.575174338,incident,2.0,2014-02-25 10:11:00,2014-02-27 15:08:00,2014-02-27 15:09:00,Software,1.0,52.96666666666667,2,10,1,2,2014,False
39097,application,Web Based Application,IM0039424,4,4,4.0,0.932989828,incident,0.0,2014-02-25 10:13:00,2014-02-25 10:40:00,2014-02-25 10:40:00,Software,1.0,0.45,0,10,1,2,2014,False
39098,application,Server Based Application,IM0039425,5,5,5.0,0.173430341,request for information,0.0,2014-02-25 10:25:00,2014-02-25 10:43:00,2014-02-25 10:43:00,Other,1.0,0.3,0,10,1,2,2014,False
39099,application,Server Based Application,IM0039426,5,5,5.0,0.85407176,request for information,0.0,2014-02-25 10:27:00,2014-02-25 10:38:00,2014-02-25 10:38:00,Other,1.0,0.18333333333333332,0,10,1,2,2014,False
39100,application,Server Based Application,IM0039427,5,5,5.0,0.263567026,request for information,2.0,2014-02-25 10:29:00,2014-03-12 14:29:00,2014-03-12 14:29:00,Other,1.0,364.0,15,10,1,2,2014,False
39101,application,Server Based Application,IM0039428,4,4,4.0,0.851964959,incident,0.0,2014-02-25 10:30:00,2014-02-25 10:46:00,2014-02-25 10:46:00,Software,1.0,0.26666666666666666,0,10,1,2,2014,False
39102,application,Server Based Application,IM0039429,5,5,5.0,0.4544009,request for information,2.0,2014-02-25 10:36:00,2014-02-26 11:03:00,2014-02-26 11:03:00,Other,1.0,24.45,1,10,1,2,2014,False
39103,application,Server Based Application,IM0039430,5,5,5.0,0.027787118,request for information,0.0,2014-02-25 10:40:00,2014-02-25 13:31:00,2014-02-25 13:31:00,Other,1.0,2.85,0,10,1,2,2014,False
39104,storage,SAN,IM0039431,4,4,4.0,0.097570833,incident,0.0,2014-02-25 10:42:00,2014-02-26 09:47:00,2014-02-26 09:47:00,Other,1.0,23.083333333333332,0,10,1,2,2014,False
39105,application,Server Based Application,IM0039432,5,5,5.0,0.490030156,request for information,4.0,2014-02-25 10:46:00,2014-03-10 13:27:00,2014-03-10 13:27:00,Other,2.0,314.68333333333334,13,10,1,2,2014,False
39106,application,Server Based Application,IM0039433,5,5,5.0,0.563588604,request for information,2.0,2014-02-25 10:52:00,2014-02-26 11:04:00,2014-02-26 11:04:00,Other,1.0,24.2,1,10,1,2,2014,False
39107,application,Server Based Application,IM0039434,4,4,4.0,0.849571412,incident,0.0,2014-02-25 10:53:00,2014-02-25 12:16:00,2014-02-25 12:16:00,Other,1.0,1.3833333333333333,0,10,1,2,2014,False
39108,subapplication,Web Based Application,IM0039435,4,4,4.0,0.958098821,incident,0.0,2014-02-25 11:04:00,2014-02-25 11:46:00,2014-02-25 11:46:00,Other,1.0,0.7,0,11,1,2,2014,False
39109,application,Desktop Application,IM0039436,5,5,5.0,0.346510712,incident,0.0,2014-02-25 11:07:00,2014-03-07 16:22:00,2014-03-07 16:23:00,Hardware,1.0,245.26666666666668,10,11,1,2,2014,False
39110,application,Desktop Application,IM0039437,4,4,4.0,0.473649037,incident,1.0,2014-02-25 11:20:00,2013-10-10 12:53:00,2014-02-25 13:16:00,User manual not used,1.0,1.9333333333333333,0,11,1,2,2014,False
39111,application,Desktop Application,IM0039438,5,5,5.0,0.508881609,incident,2.0,2014-02-25 11:22:00,2014-02-27 16:04:00,2014-02-27 16:04:00,Other,1.0,52.7,2,11,1,2,2014,False
39112,subapplication,Web Based Application,IM0039439,4,4,4.0,0.1923597,incident,0.0,2014-02-25 11:23:00,2014-02-25 13:34:00,2014-02-25 13:34:00,User error,1.0,2.183333333333333,0,11,1,2,2014,False
39113,application,Server Based Application,IM0039440,5,5,5.0,0.957029213,request for information,2.0,2014-02-25 11:27:00,2014-03-31 11:20:00,2014-03-31 11:20:00,Other,1.0,815.8833333333333,33,11,1,2,2014,False
39114,application,Web Based Application,IM0039441,5,5,5.0,0.219457669,incident,0.0,2014-02-25 11:31:00,2014-02-25 15:05:00,2014-02-25 15:05:00,User error,1.0,3.566666666666667,0,11,1,2,2014,False
39115,application,SAP,IM0039442,5,5,5.0,0.84457852,request for information,2.0,2014-02-25 11:34:00,2014-02-25 12:13:00,2014-02-25 12:13:00,Other,1.0,0.65,0,11,1,2,2014,False
39116,application,Web Based Application,IM0039443,4,4,4.0,0.610956623,incident,1.0,2014-02-25 11:50:00,2014-02-27 08:34:00,2014-02-27 08:34:00,Software,1.0,44.733333333333334,1,11,1,2,2014,False
39117,application,Client Based Application,IM0039444,4,4,4.0,0.012751465,incident,7.0,2014-02-25 11:50:00,2014-03-04 08:38:00,2014-03-04 08:38:00,Software,2.0,164.8,6,11,1,2,2014,False
39118,application,Server Based Application,IM0039445,5,5,5.0,0.38176023,request for information,4.0,2014-02-25 11:53:00,2014-03-11 13:14:00,2014-03-11 13:14:00,Other,2.0,337.35,14,11,1,2,2014,False
39119,subapplication,Web Based Application,IM0039446,4,4,4.0,0.080806157,incident,0.0,2014-02-25 12:02:00,2014-02-25 13:37:00,2014-02-25 13:37:00,Software,1.0,1.5833333333333333,0,12,1,2,2014,False
39120,application,Web Based Application,IM0039447,5,5,5.0,0.619960222,incident,0.0,2014-02-25 12:19:00,2014-02-25 14:09:00,2014-02-25 14:10:00,Software,1.0,1.85,0,12,1,2,2014,False
39121,application,Web Based Application,IM0039448,5,5,5.0,0.402629364,incident,0.0,2014-02-25 12:22:00,2014-02-25 14:28:00,2014-02-25 14:28:00,Software,1.0,2.1,0,12,1,2,2014,False
39122,application,Web Based Application,IM0039449,5,5,5.0,0.593501927,incident,4.0,2014-02-25 12:25:00,2013-10-10 12:53:00,2014-03-03 16:23:00,Software,1.0,147.96666666666667,6,12,1,2,2014,False
39123,application,Server Based Application,IM0039450,5,5,5.0,0.17097167,request for information,2.0,2014-02-25 12:26:00,2014-02-26 11:08:00,2014-02-26 11:08:00,Other,1.0,22.7,0,12,1,2,2014,False
39124,application,Server Based Application,IM0039451,3,3,3.0,0.622087897,incident,1.0,2014-02-25 12:26:00,2014-02-25 13:44:00,2014-02-25 13:45:00,Other,1.0,1.3166666666666667,0,12,1,2,2014,False
39125,computer,Laptop,IM0039452,4,4,4.0,0.937683406,incident,10.0,2014-02-25 13:09:00,2014-03-07 10:15:00,2014-03-07 10:15:00,Other,1.0,237.1,9,13,1,2,2014,False
39126,application,Web Based Application,IM0039453,4,4,4.0,0.739703082,incident,1.0,2014-02-25 13:13:00,2014-02-26 08:05:00,2014-02-26 08:05:00,No error - works as designed,1.0,18.866666666666667,0,13,1,2,2014,False
39127,computer,Laptop,IM0039454,5,5,5.0,0.03745541,incident,0.0,2014-02-25 13:19:00,2014-02-26 17:12:00,2014-02-26 17:12:00,Hardware,1.0,27.883333333333333,1,13,1,2,2014,False
39128,computer,Laptop,IM0039455,5,5,5.0,0.499764933,incident,6.0,2014-02-25 13:26:00,2014-03-12 17:02:00,2014-03-12 17:02:00,Hardware,4.0,363.6,15,13,1,2,2014,False
39129,application,Server Based Application,IM0039456,4,4,4.0,0.463861396,incident,0.0,2014-02-25 13:26:00,2014-02-25 13:41:00,2014-02-25 13:41:00,User error,1.0,0.25,0,13,1,2,2014,False
39130,application,Server Based Application,IM0039457,4,4,4.0,0.506747143,incident,2.0,2014-02-25 13:35:00,2014-03-04 14:50:00,2014-03-04 14:50:00,Other,2.0,169.25,7,13,1,2,2014,False
39131,application,Server Based Application,IM0039458,3,3,3.0,0.896142201,incident,0.0,2014-02-25 13:40:00,2014-02-25 13:45:00,2014-02-25 13:45:00,User error,1.0,0.08333333333333333,0,13,1,2,2014,False
39132,application,Server Based Application,IM0039459,4,4,4.0,0.458145461,incident,0.0,2014-02-25 13:45:00,2014-02-25 14:45:00,2014-02-25 14:46:00,User error,2.0,1.0166666666666666,0,13,1,2,2014,False
39133,subapplication,Web Based Application,IM0039460,5,5,5.0,0.742743481,incident,0.0,2014-02-25 13:46:00,2014-02-25 13:57:00,2014-02-25 13:57:00,Software,1.0,0.18333333333333332,0,13,1,2,2014,False
39134,application,Server Based Application,IM0039461,4,4,4.0,0.138546911,incident,0.0,2014-02-25 13:52:00,2014-02-26 08:09:00,2014-02-26 08:09:00,Software,1.0,18.283333333333335,0,13,1,2,2014,False
39135,application,Server Based Application,IM0039462,5,5,5.0,0.209039086,request for information,2.0,2014-02-25 14:09:00,2014-02-25 15:11:00,2014-02-25 15:11:00,Other,1.0,1.0333333333333334,0,14,1,2,2014,False
39136,storage,Controller,IM0039463,3,3,3.0,0.289756692,incident,0.0,2014-02-25 09:55:00,2014-02-25 15:24:00,2014-02-25 15:24:00,Hardware,1.0,5.483333333333333,0,9,1,2,2014,False
39137,application,Server Based Application,IM0039464,5,5,5.0,0.193029113,incident,2.0,2014-02-25 09:58:00,2014-02-27 11:00:00,2014-02-27 11:09:00,User error,1.0,49.18333333333333,2,9,1,2,2014,False
39138,application,Server Based Application,IM0039465,4,4,4.0,0.244673376,incident,1.0,2014-02-25 09:58:00,2014-03-12 15:38:00,2014-03-12 15:38:00,Unknown,1.0,365.6666666666667,15,9,1,2,2014,False
39139,subapplication,Web Based Application,IM0039466,5,5,5.0,0.257544931,incident,1.0,2014-02-25 10:08:00,2014-02-26 08:38:00,2014-02-26 08:39:00,Software,1.0,22.516666666666666,0,10,1,2,2014,False
39140,subapplication,Web Based Application,IM0039467,4,4,4.0,0.292836345,incident,0.0,2014-02-25 10:09:00,2014-02-25 12:07:00,2014-02-25 12:08:00,Software,1.0,1.9833333333333334,0,10,1,2,2014,False
39141,application,Web Based Application,IM0039468,3,3,3.0,0.470969123,incident,0.0,2014-02-25 10:15:00,2014-02-25 12:34:00,2014-02-25 12:34:00,Software,1.0,2.316666666666667,0,10,1,2,2014,False
39142,subapplication,Web Based Application,IM0039469,5,5,5.0,0.407963214,incident,3.0,2014-02-25 10:16:00,2014-03-04 09:01:00,2014-03-04 09:01:00,Other,1.0,166.75,6,10,1,2,2014,False
39143,application,SAP,IM0039470,4,4,4.0,0.118005451,incident,3.0,2014-02-25 10:17:00,2014-03-06 07:21:00,2014-03-06 07:21:00,Other,1.0,213.06666666666666,8,10,1,2,2014,False
39144,subapplication,Web Based Application,IM0039471,5,5,5.0,0.15502005,incident,0.0,2014-02-25 10:42:00,2014-02-25 11:19:00,2014-02-25 11:19:00,Software,1.0,0.6166666666666667,0,10,1,2,2014,False
39145,application,Server Based Application,IM0039472,5,5,5.0,0.894831013,request for information,2.0,2014-02-25 10:49:00,2014-02-26 08:06:00,2014-02-26 08:06:00,Other,1.0,21.283333333333335,0,10,1,2,2014,False
39146,application,Server Based Application,IM0039473,4,4,4.0,0.896951129,incident,9.0,2014-02-25 10:53:00,2014-03-07 14:32:00,2014-03-07 14:32:00,Other,2.0,243.65,10,10,1,2,2014,False
39147,application,Web Based Application,IM0039474,4,4,4.0,0.328114492,incident,0.0,2014-02-25 11:00:00,2014-02-25 11:16:00,2014-02-25 11:16:00,Software,1.0,0.26666666666666666,0,11,1,2,2014,False
39148,application,Web Based Application,IM0039475,4,4,4.0,0.944018609,incident,0.0,2014-02-25 11:00:00,2014-02-25 11:17:00,2014-02-25 11:17:00,Software,1.0,0.2833333333333333,0,11,1,2,2014,False
39149,application,Server Based Application,IM0039476,4,4,4.0,0.137466998,incident,0.0,2014-02-25 11:00:00,2014-02-25 11:22:00,2014-02-25 11:22:00,User error,2.0,0.36666666666666664,0,11,1,2,2014,False
39150,application,Desktop Application,IM0039477,4,4,4.0,0.109678425,incident,0.0,2014-02-25 11:07:00,2014-02-26 15:35:00,2014-02-26 15:35:00,Other,1.0,28.466666666666665,1,11,1,2,2014,False
39151,application,Server Based Application,IM0039478,5,5,5.0,0.976522478,request for information,0.0,2014-02-25 11:11:00,2014-03-07 08:41:00,2014-03-07 08:41:00,Other,1.0,237.5,9,11,1,2,2014,False
39152,application,Server Based Application,IM0039479,4,4,4.0,0.467364477,incident,1.0,2014-02-25 11:12:00,2014-02-25 14:17:00,2014-02-25 14:17:00,Other,1.0,3.0833333333333335,0,11,1,2,2014,False
39153,subapplication,Web Based Application,IM0039480,4,4,4.0,0.893954306,incident,0.0,2014-02-25 11:22:00,2014-02-25 11:47:00,2014-02-25 11:47:00,User error,1.0,0.4166666666666667,0,11,1,2,2014,False
39154,application,Web Based Application,IM0039481,4,4,4.0,0.320073715,incident,0.0,2014-02-25 11:35:00,2014-02-25 13:47:00,2014-02-25 13:47:00,Software,1.0,2.2,0,11,1,2,2014,False
39155,application,Server Based Application,IM0039482,4,4,4.0,0.62617918,incident,0.0,2014-02-25 11:36:00,2014-02-25 13:44:00,2014-02-25 13:44:00,User error,1.0,2.1333333333333333,0,11,1,2,2014,False
39156,application,Server Based Application,IM0039483,4,4,4.0,0.079878089,incident,1.0,2014-02-25 11:40:00,2014-02-25 15:15:00,2014-02-25 15:15:00,Other,1.0,3.5833333333333335,0,11,1,2,2014,False
39157,application,Web Based Application,IM0039484,5,5,5.0,0.489628362,incident,1.0,2014-02-25 11:46:00,2014-02-26 11:24:00,2014-02-26 11:24:00,Software,1.0,23.633333333333333,0,11,1,2,2014,False
39158,application,Server Based Application,IM0039485,3,3,3.0,0.24356969,incident,0.0,2014-02-25 11:47:00,2014-02-25 14:03:00,2014-02-25 14:03:00,Other,1.0,2.2666666666666666,0,11,1,2,2014,False
39159,database,Database,IM0039486,3,3,3.0,0.152559005,incident,0.0,2014-02-25 11:49:00,2014-02-25 14:14:00,2014-02-25 14:15:00,User error,1.0,2.433333333333333,0,11,1,2,2014,False
39160,application,Server Based Application,IM0039487,3,3,3.0,0.649278848,incident,0.0,2014-02-25 11:49:00,2014-02-25 13:46:00,2014-02-25 13:46:00,Other,1.0,1.95,0,11,1,2,2014,False
39161,application,Web Based Application,IM0039488,4,4,4.0,0.52775688,incident,0.0,2014-02-25 11:50:00,2014-02-26 11:51:00,2014-02-26 11:52:00,No error - works as designed,1.0,24.033333333333335,1,11,1,2,2014,False
39162,application,Server Based Application,IM0039489,4,3,4.0,0.808209977,incident,0.0,2014-02-25 11:50:00,2014-02-25 14:07:00,2014-02-25 14:07:00,Other,1.0,2.283333333333333,0,11,1,2,2014,False
39163,application,Server Based Application,IM0039490,3,3,3.0,0.033439975,incident,0.0,2014-02-25 11:52:00,2014-02-25 14:18:00,2014-02-25 14:18:00,Other,1.0,2.433333333333333,0,11,1,2,2014,False
39164,application,Server Based Application,IM0039491,5,5,5.0,0.290817018,request for information,3.0,2014-02-25 11:54:00,2014-02-27 08:55:00,2014-02-27 08:55:00,Other,1.0,45.016666666666666,1,11,1,2,2014,False
39165,application,Server Based Application,IM0039492,4,4,4.0,0.724888382,incident,1.0,2014-02-25 11:55:00,2014-02-25 12:27:00,2014-02-25 12:27:00,Other,1.0,0.5333333333333333,0,11,1,2,2014,False
39166,application,SAP,IM0039493,5,5,5.0,0.679014177,request for information,4.0,2014-02-25 11:57:00,2014-03-10 08:15:00,2014-03-10 08:15:00,Other,1.0,308.3,12,11,1,2,2014,False
39167,application,Web Based Application,IM0039494,4,4,4.0,0.94532475,incident,0.0,2014-02-25 12:07:00,2014-02-25 15:24:00,2014-02-25 15:24:00,Software,1.0,3.283333333333333,0,12,1,2,2014,False
39168,application,Server Based Application,IM0039495,4,4,4.0,0.377078096,incident,1.0,2014-02-25 12:18:00,2014-03-04 15:25:00,2014-03-04 15:25:00,Software,1.0,171.11666666666667,7,12,1,2,2014,False
39169,application,SAP,IM0039496,5,5,5.0,0.197388582,request for information,4.0,2014-02-25 12:31:00,2014-02-25 15:21:00,2014-02-25 15:21:00,Other,1.0,2.8333333333333335,0,12,1,2,2014,False
39170,subapplication,Web Based Application,IM0039497,4,4,4.0,0.791411329,incident,0.0,2014-02-25 12:32:00,2014-02-25 14:17:00,2014-02-25 14:17:00,Other,1.0,1.75,0,12,1,2,2014,False
39171,application,Desktop Application,IM0039498,4,4,4.0,0.185529944,incident,1.0,2014-02-25 12:33:00,2014-02-26 15:49:00,2014-02-26 15:49:00,Other,1.0,27.266666666666666,1,12,1,2,2014,False
39172,application,Server Based Application,IM0039499,5,5,5.0,0.561190482,incident,1.0,2014-02-25 12:45:00,2014-02-25 14:16:00,2014-02-25 14:16:00,Operator error,1.0,1.5166666666666666,0,12,1,2,2014,False
39173,application,Desktop Application,IM0039500,4,4,4.0,0.101131114,incident,0.0,2014-02-25 12:50:00,2014-03-03 13:23:00,2014-03-03 13:25:00,Software,1.0,144.58333333333334,6,12,1,2,2014,False
39174,application,Server Based Application,IM0039501,4,4,4.0,0.01045047,incident,0.0,2014-02-25 12:54:00,2014-02-25 13:59:00,2014-02-25 13:59:00,Operator error,1.0,1.0833333333333333,0,12,1,2,2014,False
39175,application,Web Based Application,IM0039502,4,4,4.0,0.171596532,incident,5.0,2014-02-25 13:01:00,2014-03-07 11:59:00,2014-03-07 11:59:00,Other,1.0,238.96666666666667,9,13,1,2,2014,False
39176,application,Web Based Application,IM0039503,4,4,4.0,0.772928849,incident,0.0,2014-02-25 13:08:00,2014-02-27 08:57:00,2014-02-27 08:57:00,No error - works as designed,1.0,43.81666666666667,1,13,1,2,2014,False
39177,storage,SAN,IM0039504,4,4,4.0,0.44966693,incident,0.0,2014-02-25 13:08:00,2014-02-28 13:50:00,2014-02-28 13:50:00,Other,1.0,72.7,3,13,1,2,2014,False
39178,application,Server Based Application,IM0039505,4,4,4.0,0.525835197,incident,1.0,2014-02-25 13:09:00,2014-02-27 08:42:00,2014-02-27 08:42:00,Software,1.0,43.55,1,13,1,2,2014,False
39179,database,Database,IM0039506,3,3,3.0,0.471204142,incident,0.0,2014-02-25 13:13:00,2014-02-25 14:22:00,2014-02-25 14:22:00,User error,1.0,1.15,0,13,1,2,2014,False
39180,application,Client Based Application,IM0039507,4,4,4.0,0.89065279,incident,9.0,2014-02-25 13:14:00,2014-03-04 09:32:00,2014-03-04 09:32:00,Software,2.0,164.3,6,13,1,2,2014,False
